violet 1,violet 2,violet 3,violet 4,violet 5,violet 6,violet 7,violet 8,violet 9,violet 10,violet 11,violet 12,violet 13,violet 14,violet 15,violet 16,violet 17,violet 18,violet 19,violet 20,blue 1,blue 2,blue 3,blue 4,blue 5,blue 6,blue 7,blue 8,blue 9,blue 10,blue 11,blue 12,blue 13,blue 14,blue 15,blue 16,blue 17,blue 18,blue 19,blue 20,green 1,green 2,green 3,green 4,green 5,green 6,green 7,green 8,green 9,green 10,green 11,green 12,green 13,green 14,green 15,green 16,green 17,green 18,green 19,green 20,yellow 1,yellow 2,yellow 3,yellow 4,yellow 5,yellow 6,yellow 7,yellow 8,yellow 9,yellow 10,yellow 11,yellow 12,yellow 13,yellow 14,yellow 15,yellow 16,yellow 17,yellow 18,yellow 19,yellow 20,orange 1,orange 2,orange 3,orange 4,orange 5,orange 6,orange 7,orange 8,orange 9,orange 10,orange 11,orange 12,orange 13,orange 14,orange 15,orange 16,orange 17,orange 18,orange 19,orange 20,red 1,red 2,red 3,red 4,red 5,red 6,red 7,red 8,red 9,red 10,red 11,red 12,red 13,red 14,red 15,red 16,red 17,red 18,red 19,red 20
703.13,691.65,722.67,1548.73,1454.52,1352.27,1278.74,1235.08,1210.95,1191.42,1163.85,1137.42,1124.78,1107.55,1093.76,1074.23,1060.45,1047.81,1038.62,1036.32,60.55,61.61,62.68,112.6,111.54,106.23,101.98,100.92,99.86,99.86,99.86,97.73,98.79,97.73,97.73,97.73,96.67,96.67,96.67,96.67,21.37,21.37,22.16,39.57,38.78,37.19,35.61,34.82,34.82,34.03,34.03,33.24,33.24,33.24,32.44,32.44,32.44,31.65,31.65,31.65,21.84,21.84,22.65,40.44,38.82,37.2,35.59,34.78,33.97,33.97,33.97,33.16,33.16,32.35,32.35,32.35,31.54,31.54,31.54,31.54,63.93,63.06,63.06,125.24,120.86,113.85,107.72,105.09,103.34,101.59,100.72,98.09,98.09,96.34,96.34,94.58,93.71,92.83,92.83,91.96,50.71,51.84,54.09,91.29,90.16,84.52,82.27,81.14,80.02,80.02,78.89,77.76,77.76,76.63,76.63,75.51,75.51,74.38,74.38,74.38
338.93,350.42,329.74,314.8,301.01,292.97,301.01,322.84,310.21,289.53,281.48,280.33,275.74,276.89,281.48,284.93,281.48,269.99,290.67,289.53,30.81,32.93,32.93,32.93,31.87,31.87,32.93,33.99,35.06,32.93,32.93,30.81,33.99,32.93,33.99,33.99,35.06,35.06,35.06,33.99,10.29,11.08,11.08,11.08,10.29,10.29,10.29,11.08,11.08,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,9.5,11.08,10.29,9.71,10.51,10.51,9.71,9.71,9.71,9.71,10.51,10.51,9.71,9.71,8.9,9.71,9.71,9.71,9.71,9.71,8.9,9.71,9.71,32.4,33.28,31.53,30.65,29.78,28.9,28.9,29.78,30.65,29.78,28.9,27.15,28.9,28.03,28.9,28.9,28.9,28.9,29.78,28.9,23.67,25.92,24.79,24.79,23.67,23.67,24.79,25.92,25.92,24.79,23.67,23.67,23.67,23.67,24.79,24.79,24.79,22.54,25.92,25.92
390.63,387.18,377.99,367.65,357.31,351.57,333.18,330.89,333.18,333.18,326.29,330.89,340.08,343.52,345.82,350.42,355.01,350.42,356.16,348.12,32.93,36.12,35.06,36.12,36.12,35.06,35.06,36.12,36.12,36.12,36.12,36.12,37.18,38.24,39.31,38.24,40.37,40.37,40.37,40.37,11.87,11.87,11.87,11.87,11.87,11.87,11.08,11.08,11.87,11.87,11.08,11.87,11.87,11.87,11.87,11.87,12.66,12.66,12.66,11.87,11.32,11.32,11.32,11.32,11.32,11.32,10.51,10.51,10.51,10.51,10.51,10.51,11.32,11.32,11.32,11.32,11.32,11.32,12.13,11.32,36.78,36.78,35.91,35.91,35.03,34.16,33.28,33.28,33.28,33.28,33.28,33.28,33.28,34.16,35.03,35.03,35.91,35.91,35.91,35.91,27.05,28.17,28.17,28.17,28.17,28.17,27.05,27.05,28.17,28.17,28.17,28.17,29.3,29.3,30.43,30.43,30.43,30.43,31.56,30.43
147.06,153.95,159.7,173.49,181.53,184.97,184.97,241.27,224.04,206.8,202.21,199.91,196.46,194.17,191.87,187.27,184.97,181.53,178.08,173.49,17,18.06,19.12,20.18,21.25,21.25,22.31,24.43,25.5,25.5,24.43,24.43,24.43,24.43,24.43,24.43,24.43,24.43,23.37,23.37,6.33,6.33,7.12,7.12,7.12,7.91,7.91,9.5,8.7,8.7,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,5.66,6.47,6.47,6.47,7.28,7.28,7.28,8.9,8.09,8.09,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,15.76,16.64,17.52,17.52,19.27,19.27,19.27,21.89,23.65,21.89,21.02,21.02,21.02,21.02,21.02,20.14,20.14,20.14,19.27,19.27,13.52,14.65,15.78,16.9,16.9,18.03,18.03,21.41,20.29,19.16,19.16,19.16,19.16,19.16,19.16,19.16,18.03,18.03,18.03,18.03
108,98.81,91.91,90.76,89.62,89.62,88.47,87.32,87.32,87.32,87.32,88.47,88.47,87.32,88.47,87.32,88.47,89.62,90.76,90.76,10.62,11.69,11.69,11.69,11.69,11.69,11.69,11.69,11.69,11.69,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,4.04,3.24,3.24,3.24,3.24,3.24,3.24,4.04,4.04,3.24,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,10.51,11.39,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,11.27,11.27,11.27,11.27
519.31,575.6,579.05,585.95,627.31,557.22,552.63,544.58,522.76,519.31,522.76,523.9,520.46,514.71,514.71,518.16,517.01,514.71,513.56,508.97,39.31,45.68,46.74,49.93,53.12,50.99,52.05,52.05,53.12,53.12,53.12,53.12,53.12,53.12,54.18,54.18,54.18,54.18,54.18,54.18,15.04,17.41,17.41,18.2,18.99,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,13.75,16.18,16.18,16.18,17.79,16.18,16.18,16.18,16.18,16.18,16.18,16.18,16.18,16.18,16.18,16.18,16.18,16.18,16.18,16.18,42.04,48.17,48.17,50.8,53.42,50.8,49.92,49.92,49.92,49.04,49.04,49.04,49.04,48.17,49.04,49.04,49.04,49.04,49.04,49.04,36.06,40.57,40.57,41.7,45.08,41.7,42.83,41.7,43.95,43.95,43.95,43.95,43.95,43.95,43.95,45.08,43.95,45.08,45.08,45.08
1030.57,1009.89,1008.74,1030.57,1027.13,1017.94,988.06,973.13,957.04,949,935.21,928.32,923.73,903.04,884.66,875.47,881.22,874.32,867.43,866.28,75.42,77.55,78.61,81.8,83.92,82.86,82.86,82.86,82.86,82.86,82.86,82.86,82.86,82.86,81.8,81.8,82.86,83.92,83.92,83.92,25.32,25.32,25.32,26.11,26.91,26.91,26.11,26.11,25.32,26.11,25.32,25.32,25.32,25.32,25.32,24.53,25.32,25.32,25.32,25.32,26.69,26.69,26.69,27.5,27.5,27.5,26.69,26.69,25.88,26.69,25.88,25.88,25.88,25.88,25.07,25.07,25.88,25.88,25.88,25.88,87.58,86.7,86.7,88.45,90.21,87.58,87.58,85.83,84.95,84.08,83.2,83.2,82.32,81.45,80.57,79.7,80.57,80.57,80.57,80.57,69.87,69.87,71,73.25,74.38,73.25,72.13,72.13,72.13,72.13,71,71,71,69.87,68.75,68.75,71,71,71,71
361.91,323.99,313.65,286.08,258.51,252.76,255.06,248.17,243.57,237.82,240.12,236.68,232.08,233.23,233.23,228.63,225.19,229.78,227.48,225.19,30.81,29.74,29.74,28.68,27.62,27.62,28.68,28.68,27.62,28.68,28.68,28.68,28.68,28.68,28.68,28.68,28.68,28.68,28.68,28.68,11.08,10.29,10.29,9.5,9.5,8.7,9.5,9.5,9.5,8.7,9.5,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,10.51,9.71,9.71,8.9,8.9,8.9,8.9,8.9,8.9,8.09,8.9,8.09,8.09,8.09,8.09,8.09,8.09,8.09,8.09,8.09,33.28,30.65,29.78,28.9,26.27,26.27,26.27,25.4,25.4,25.4,24.52,24.52,24.52,24.52,24.52,23.65,24.52,24.52,23.65,24.52,24.79,22.54,22.54,22.54,21.41,21.41,21.41,21.41,21.41,20.29,21.41,21.41,20.29,20.29,21.41,21.41,20.29,21.41,21.41,21.41
387.18,482.54,412.46,957.04,1101.81,785.86,738.75,712.33,696.24,684.75,626.16,603.18,599.73,604.33,596.29,593.99,597.43,589.39,590.54,584.8,32.93,35.06,39.31,57.36,75.42,61.61,65.86,62.68,62.68,61.61,58.43,57.36,57.36,57.36,57.36,58.43,58.43,58.43,58.43,58.43,11.87,14.24,13.45,26.91,30.07,22.16,21.37,21.37,20.57,20.57,18.99,18.99,18.99,18.99,18.2,18.99,18.99,18.99,18.99,18.99,10.51,12.94,12.13,25.88,29.12,21.03,20.22,20.22,19.41,19.41,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,35.03,36.78,39.41,58.68,75.32,64.81,66.56,62.18,61.3,60.43,56.93,54.3,55.17,54.3,54.3,55.17,54.3,54.3,54.3,54.3,24.79,31.56,29.3,60.86,68.75,47.33,47.33,46.21,46.21,45.08,42.83,42.83,42.83,42.83,42.83,42.83,42.83,42.83,42.83,42.83
383.74,346.97,335.48,322.84,311.36,299.87,296.42,289.53,286.08,288.38,282.63,284.93,280.33,279.19,283.78,278.04,278.04,281.48,275.74,276.89,33.99,32.93,32.93,32.93,32.93,31.87,32.93,31.87,32.93,32.93,32.93,32.93,32.93,32.93,32.93,32.93,33.99,33.99,33.99,33.99,11.87,11.08,11.08,11.08,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,12.13,11.32,11.32,10.51,10.51,10.51,10.51,9.71,9.71,9.71,9.71,10.51,9.71,9.71,10.51,9.71,9.71,10.51,9.71,9.71,35.91,33.28,32.4,32.4,31.53,30.65,30.65,29.78,29.78,29.78,28.9,29.78,28.9,28.9,29.78,28.9,29.78,28.9,28.9,28.9,29.3,27.05,27.05,25.92,25.92,25.92,25.92,24.79,24.79,24.79,24.79,25.92,24.79,24.79,25.92,25.92,24.79,25.92,24.79,25.92
203.36,186.12,197.61,197.61,184.97,184.97,191.87,187.27,183.83,179.23,179.23,179.23,174.63,171.19,170.04,171.19,170.04,168.89,166.59,168.89,21.25,21.25,22.31,23.37,23.37,23.37,24.43,24.43,23.37,23.37,24.43,24.43,24.43,23.37,24.43,23.37,23.37,23.37,24.43,24.43,7.12,7.12,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.28,6.47,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,21.02,20.14,21.02,21.89,21.02,21.02,21.89,21.02,20.14,20.14,21.02,20.14,20.14,20.14,20.14,20.14,19.27,19.27,19.27,20.14,18.03,18.03,19.16,19.16,19.16,19.16,20.29,20.29,19.16,19.16,19.16,19.16,19.16,19.16,19.16,19.16,19.16,19.16,19.16,19.16
484.84,410.16,498.63,443.48,396.37,369.95,349.27,346.97,349.27,342.38,346.97,328.59,330.89,320.55,322.84,319.4,315.95,312.5,309.06,307.91,40.37,40.37,48.87,49.93,43.55,43.55,42.49,42.49,42.49,42.49,42.49,42.49,42.49,42.49,41.43,41.43,41.43,41.43,41.43,41.43,14.24,13.45,15.83,15.04,13.45,13.45,12.66,12.66,12.66,12.66,12.66,12.66,12.66,11.87,12.66,12.66,11.87,11.87,11.87,11.87,13.75,12.94,16.18,14.56,13.75,12.94,12.13,12.13,12.94,12.13,12.94,12.13,12.13,12.13,12.13,12.13,12.13,12.13,11.32,11.32,44.66,41.16,47.29,47.29,41.16,39.41,37.66,37.66,37.66,36.78,37.66,36.78,36.78,35.91,35.03,35.03,34.16,34.16,34.16,35.03,33.81,32.68,43.95,39.44,37.19,34.94,33.81,33.81,33.81,33.81,33.81,32.68,32.68,32.68,32.68,32.68,31.56,31.56,31.56,31.56
577.9,562.97,559.52,548.03,550.33,564.12,564.12,559.52,557.22,553.78,550.33,546.88,544.58,535.39,535.39,535.39,538.84,536.54,533.1,527.35,47.8,48.87,49.93,50.99,50.99,52.05,54.18,54.18,54.18,54.18,55.24,55.24,55.24,55.24,55.24,55.24,56.3,56.3,56.3,56.3,17.41,17.41,17.41,17.41,17.41,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,16.98,16.98,17.79,16.98,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,52.55,51.67,51.67,51.67,50.8,52.55,53.42,52.55,52.55,52.55,53.42,52.55,52.55,51.67,51.67,51.67,52.55,52.55,51.67,51.67,41.7,42.83,42.83,42.83,43.95,45.08,46.21,46.21,46.21,46.21,46.21,46.21,46.21,46.21,46.21,46.21,46.21,46.21,46.21,46.21
156.25,153.95,152.81,150.51,150.51,150.51,148.21,145.91,147.06,149.36,144.76,144.76,142.47,139.02,140.17,142.47,136.72,133.27,133.27,130.98,18.06,18.06,19.12,19.12,19.12,19.12,19.12,20.18,20.18,20.18,20.18,20.18,20.18,20.18,20.18,20.18,20.18,20.18,20.18,20.18,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,7.12,6.33,7.12,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.33,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,17.52,17.52,16.64,16.64,17.52,17.52,16.64,17.52,16.64,17.52,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,15.76,15.76,15.78,15.78,15.78,15.78,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,15.78,16.9,16.9,15.78,15.78,15.78,15.78
273.44,240.12,240.12,242.42,247.02,250.46,256.21,255.06,266.55,272.29,272.29,267.7,275.74,273.44,269.99,279.19,275.74,271.14,274.59,266.55,28.68,27.62,28.68,28.68,29.74,30.81,30.81,30.81,32.93,32.93,33.99,33.99,35.06,35.06,35.06,35.06,36.12,36.12,35.06,35.06,9.5,9.5,9.5,9.5,9.5,9.5,10.29,10.29,10.29,11.08,11.08,10.29,11.08,11.08,11.08,11.08,11.08,11.08,11.08,11.08,9.71,8.9,8.9,8.9,9.71,9.71,9.71,9.71,9.71,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,28.9,25.4,26.27,25.4,26.27,27.15,27.15,27.15,28.9,28.9,29.78,29.78,29.78,29.78,30.65,29.78,29.78,30.65,29.78,29.78,23.67,22.54,22.54,23.67,23.67,24.79,24.79,24.79,25.92,27.05,27.05,25.92,27.05,27.05,27.05,28.17,28.17,27.05,28.17,27.05
193.02,174.63,168.89,170.04,167.74,167.74,171.19,167.74,165.44,175.78,174.63,181.53,188.42,183.83,178.08,179.23,180.38,178.08,180.38,180.38,19.12,19.12,19.12,19.12,19.12,20.18,20.18,20.18,20.18,21.25,21.25,22.31,22.31,22.31,22.31,22.31,22.31,22.31,22.31,22.31,6.33,6.33,6.33,6.33,6.33,6.33,7.12,6.33,6.33,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,7.28,6.47,6.47,6.47,6.47,6.47,6.47,6.47,20.14,18.39,18.39,18.39,18.39,18.39,18.39,18.39,18.39,19.27,19.27,20.14,20.14,20.14,19.27,19.27,19.27,19.27,19.27,19.27,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,18.03,18.03,18.03,19.16,19.16,18.03,19.16,19.16,19.16,19.16,19.16
106.85,96.51,91.91,89.62,88.47,86.17,88.47,86.17,85.02,85.02,83.87,83.87,82.72,81.57,81.57,81.57,80.42,81.57,81.57,80.42,15.93,14.87,14.87,14.87,14.87,14.87,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.85,4.85,4.04,4.04,4.04,4.04,4.85,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,14.89,12.26,12.26,12.26,12.26,11.39,12.26,11.39,11.39,11.39,11.39,11.39,11.39,11.39,11.39,11.39,11.39,11.39,11.39,11.39,13.52,13.52,12.4,12.4,12.4,12.4,13.52,13.52,12.4,13.52,12.4,13.52,12.4,12.4,12.4,13.52,12.4,13.52,13.52,12.4
106.85,96.51,91.91,89.62,88.47,86.17,88.47,86.17,85.02,85.02,83.87,83.87,82.72,81.57,81.57,81.57,80.42,81.57,81.57,80.42,15.93,14.87,14.87,14.87,14.87,14.87,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.85,4.85,4.04,4.04,4.04,4.04,4.85,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,14.89,12.26,12.26,12.26,12.26,11.39,12.26,11.39,11.39,11.39,11.39,11.39,11.39,11.39,11.39,11.39,11.39,11.39,11.39,11.39,13.52,13.52,12.4,12.4,12.4,12.4,13.52,13.52,12.4,13.52,12.4,13.52,12.4,12.4,12.4,13.52,12.4,13.52,13.52,12.4
605.48,597.43,590.54,584.8,572.16,565.26,562.97,554.92,544.58,541.14,538.84,535.39,530.8,527.35,525.05,523.9,520.46,518.16,517.01,518.16,48.87,49.93,50.99,50.99,52.05,52.05,52.05,52.05,52.05,52.05,52.05,52.05,52.05,53.12,53.12,53.12,53.12,53.12,53.12,53.12,17.41,17.41,18.2,18.2,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,16.98,16.98,16.98,16.98,16.98,16.98,16.98,16.98,16.98,16.98,16.98,16.98,16.98,16.98,16.98,16.98,16.98,16.98,16.98,16.98,53.42,52.55,52.55,51.67,51.67,50.8,50.8,50.8,49.92,49.92,49.92,49.92,49.04,49.04,49.04,49.04,49.04,49.04,49.04,49.04,41.7,42.83,42.83,42.83,42.83,42.83,42.83,42.83,42.83,42.83,42.83,42.83,42.83,42.83,42.83,42.83,42.83,42.83,42.83,42.83
203.36,199.91,187.27,176.93,170.04,167.74,166.59,166.59,173.49,173.49,171.19,170.04,170.04,167.74,164.29,162,160.85,159.7,158.55,155.1,49.93,50.99,50.99,48.87,48.87,48.87,48.87,49.93,50.99,50.99,50.99,50.99,52.05,50.99,49.93,49.93,50.99,49.93,49.93,49.93,18.2,18.2,18.2,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,16.62,16.62,13.75,13.75,13.75,12.94,12.94,12.94,12.94,12.94,13.75,12.94,12.94,12.94,12.94,12.94,12.94,12.94,12.94,12.94,12.94,12.94,25.4,25.4,24.52,23.65,22.77,22.77,22.77,22.77,23.65,23.65,23.65,23.65,23.65,23.65,22.77,22.77,22.77,22.77,21.89,21.89,23.67,23.67,23.67,22.54,22.54,22.54,22.54,22.54,23.67,23.67,23.67,23.67,23.67,23.67,23.67,23.67,23.67,23.67,23.67,22.54
454.97,437.74,429.69,423.95,415.91,412.46,410.16,403.27,407.86,404.42,400.97,404.42,404.42,410.16,405.57,412.46,411.31,421.65,411.31,418.2,39.31,40.37,41.43,41.43,41.43,41.43,41.43,42.49,42.49,42.49,42.49,42.49,43.55,43.55,44.62,44.62,44.62,45.68,45.68,45.68,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,15.04,15.04,15.04,15.04,15.04,13.75,12.94,13.75,12.94,12.94,12.94,12.94,12.94,12.94,12.94,12.94,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,42.04,40.29,41.16,40.29,39.41,39.41,39.41,39.41,39.41,39.41,39.41,39.41,39.41,39.41,39.41,40.29,40.29,41.16,40.29,41.16,32.68,32.68,33.81,33.81,33.81,33.81,33.81,32.68,33.81,33.81,33.81,33.81,34.94,34.94,34.94,34.94,34.94,36.06,36.06,36.06
413.61,356.16,394.08,346.97,326.29,332.04,307.91,301.01,297.57,282.63,288.38,276.89,291.82,294.12,289.53,292.97,288.38,344.67,341.23,333.18,35.06,30.81,35.06,33.99,32.93,33.99,32.93,32.93,31.87,31.87,30.81,30.81,31.87,31.87,31.87,31.87,31.87,35.06,36.12,35.06,11.87,11.08,11.87,11.08,11.08,11.08,10.29,10.29,10.29,10.29,10.29,9.5,10.29,10.29,10.29,10.29,10.29,11.87,11.87,11.87,12.13,11.32,12.13,11.32,10.51,11.32,10.51,10.51,9.71,9.71,9.71,9.71,9.71,9.71,9.71,9.71,9.71,11.32,11.32,11.32,38.53,31.53,35.03,33.28,31.53,32.4,30.65,30.65,28.9,28.9,27.15,28.03,28.9,28.9,28.03,28.03,28.03,32.4,32.4,31.53,29.3,28.17,29.3,28.17,27.05,27.05,25.92,25.92,25.92,24.79,24.79,23.67,24.79,24.79,24.79,24.79,24.79,28.17,28.17,27.05
399.82,371.1,353.86,345.82,344.67,340.08,336.63,332.04,329.74,334.33,332.04,334.33,330.89,337.78,341.23,344.67,342.38,340.08,343.52,344.67,40.37,39.31,39.31,39.31,40.37,40.37,40.37,40.37,40.37,41.43,41.43,41.43,42.49,42.49,43.55,43.55,43.55,43.55,43.55,44.62,13.45,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,13.45,12.66,13.45,13.45,13.45,12.94,12.94,12.13,12.13,12.13,12.13,12.13,12.13,12.13,12.13,12.13,12.94,12.13,12.94,12.94,12.94,12.94,12.94,12.94,12.94,41.16,38.53,36.78,36.78,36.78,36.78,35.91,35.91,35.91,35.91,35.91,35.91,35.91,36.78,36.78,37.66,37.66,36.78,37.66,37.66,33.81,33.81,32.68,32.68,32.68,32.68,32.68,32.68,32.68,31.56,33.81,33.81,33.81,33.81,34.94,34.94,34.94,34.94,34.94,34.94
387.18,482.54,412.46,957.04,1101.81,785.86,738.75,712.33,696.24,684.75,626.16,603.18,599.73,604.33,596.29,593.99,597.43,589.39,590.54,584.8,32.93,35.06,39.31,57.36,75.42,61.61,65.86,62.68,62.68,61.61,58.43,57.36,57.36,57.36,57.36,58.43,58.43,58.43,58.43,58.43,11.87,14.24,13.45,26.91,30.07,22.16,21.37,21.37,20.57,20.57,18.99,18.99,18.99,18.99,18.2,18.99,18.99,18.99,18.99,18.99,10.51,12.94,12.13,25.88,29.12,21.03,20.22,20.22,19.41,19.41,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,35.03,36.78,39.41,58.68,75.32,64.81,66.56,62.18,61.3,60.43,56.93,54.3,55.17,54.3,54.3,55.17,54.3,54.3,54.3,54.3,24.79,31.56,29.3,60.86,68.75,47.33,47.33,46.21,46.21,45.08,42.83,42.83,42.83,42.83,42.83,42.83,42.83,42.83,42.83,42.83
248.17,230.93,235.53,228.63,210.25,197.61,189.57,181.53,176.93,175.78,171.19,168.89,165.44,163.15,162,160.85,158.55,156.25,153.95,153.95,29.74,26.56,27.62,27.62,26.56,26.56,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,24.43,24.43,24.43,25.5,24.43,9.5,9.5,9.5,9.5,8.7,8.7,8.7,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,8.9,8.9,8.9,8.9,8.9,8.09,8.09,8.09,8.09,8.09,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,29.78,24.52,25.4,25.4,23.65,22.77,21.89,21.89,21.89,21.02,21.02,20.14,20.14,20.14,20.14,20.14,19.27,19.27,19.27,19.27,22.54,21.41,22.54,22.54,21.41,20.29,20.29,20.29,19.16,19.16,19.16,19.16,19.16,19.16,19.16,19.16,19.16,18.03,18.03,18.03
1154.66,1075.38,1025.98,996.11,976.58,959.34,947.85,938.66,929.47,920.28,911.09,904.19,897.3,892.7,886.96,881.22,882.36,886.96,881.22,876.62,79.67,80.73,78.61,77.55,77.55,77.55,77.55,77.55,78.61,78.61,77.55,77.55,78.61,78.61,78.61,78.61,78.61,79.67,79.67,79.67,29.28,28.49,27.7,26.91,26.91,26.91,26.91,26.91,26.11,26.11,26.11,26.11,26.11,26.11,26.11,26.11,26.11,26.11,26.11,26.11,29.12,28.31,27.5,26.69,26.69,25.88,25.88,25.88,25.88,25.88,25.88,25.88,25.07,25.07,25.07,25.07,25.07,25.07,25.07,25.07,94.58,91.96,85.83,84.08,83.2,82.32,81.45,80.57,80.57,79.7,78.82,78.82,78.82,77.94,77.94,77.07,77.94,77.94,77.94,77.07,66.49,65.36,64.24,63.11,63.11,63.11,61.98,61.98,61.98,61.98,61.98,61.98,60.86,60.86,60.86,60.86,60.86,61.98,61.98,61.98
106.85,96.51,91.91,89.62,88.47,86.17,88.47,86.17,85.02,85.02,83.87,83.87,82.72,81.57,81.57,81.57,80.42,81.57,81.57,80.42,15.93,14.87,14.87,14.87,14.87,14.87,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,15.93,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.85,4.85,4.04,4.04,4.04,4.04,4.85,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,14.89,12.26,12.26,12.26,12.26,11.39,12.26,11.39,11.39,11.39,11.39,11.39,11.39,11.39,11.39,11.39,11.39,11.39,11.39,11.39,13.52,13.52,12.4,12.4,12.4,12.4,13.52,13.52,12.4,13.52,12.4,13.52,12.4,12.4,12.4,13.52,12.4,13.52,13.52,12.4
