Violet 1,Violet 2,Violet 3,Violet 4,Violet 5,Violet 6,Violet 7,Violet 8,Violet 9,Violet 10,Violet 11,Violet 12,Violet 13,Violet 14,Violet 15,Violet 16,Violet 17,Violet 18,Violet 19,Violet 20,Blue 1,Blue 2,Blue 3,Blue 4,Blue 5,Blue 6,Blue 7,Blue 8,Blue 9,Blue 10,Blue 11,Blue 12,Blue 13,Blue 14,Blue 15,Blue 16,Blue 17,Blue 18,Blue 19,Blue 20,green 1,green 2,green 3,green 4,green 5,green 6,green 7,green 8,green 9,green 10,green 11,green 12,green 13,green 14,green 15,green 16,green 17,green 18,green 19,green 20,yellow 1,yellow 2,yellow 3,yellow 4,yellow 5,yellow 6,yellow 7,yellow 8,yellow 9,yellow 10,yellow 11,yellow 12,yellow 13,yellow 14,yellow 15,yellow 16,yellow 17,yellow 18,yellow 19,yellow 20,orange 1,orange 2,orange 3,orange 4,orange 5,orange 6,orange 7,orange 8,orange 9,orange 10,orange 11,orange 12,orange 13,orange 14,orange 15,orange 16,orange 17,orange 18,orange 19,orange 20,red 1,red 2,red 3,red 4,red 5,red 6,red 7,red 8,red 9,red 10,red 11,red 12,red 13,red 14,red 15,red 16,red 17,red 18,red 19,red 20,real
190.14,184.61,183.5,181.29,180.19,177.98,177.98,175.77,174.66,174.66,173.56,172.45,171.34,171.34,171.34,171.34,174.66,175.77,176.87,179.08,144.23,140.22,141.56,140.22,137.55,137.55,137.55,136.21,134.88,134.88,133.54,133.54,132.21,132.21,132.21,132.21,134.88,134.88,136.21,137.55,118.3,119.37,116.17,116.17,115.11,115.11,115.11,114.04,112.97,111.91,111.91,111.91,111.91,111.91,111.91,111.91,112.97,114.04,116.17,117.24,145.59,146.56,143.67,143.67,141.74,142.7,142.7,140.77,139.81,138.84,138.84,137.88,137.88,137.88,137.88,137.88,138.84,141.74,143.67,145.59,92.71,93.73,91.69,91.69,90.67,90.67,90.67,89.65,89.65,88.64,88.64,88.64,88.64,88.64,88.64,88.64,89.65,90.67,91.69,92.71,67.04,67.95,67.04,67.04,66.14,67.04,66.14,66.14,65.23,64.32,65.23,64.32,64.32,64.32,64.32,64.32,65.23,65.23,66.14,67.04,6.1
119.39,114.97,111.65,108.33,109.44,108.33,107.23,106.12,106.12,105.02,103.91,103.91,102.81,102.81,102.81,102.81,103.91,102.81,102.81,102.81,78.79,76.12,74.78,72.11,72.11,72.11,72.11,70.78,70.78,70.78,69.44,69.44,69.44,69.44,69.44,68.11,69.44,69.44,69.44,69.44,78.87,77.8,76.74,75.67,75.67,75.67,74.61,73.54,73.54,72.47,71.41,71.41,71.41,71.41,71.41,72.47,72.47,72.47,71.41,71.41,87.74,86.78,84.85,83.89,83.89,83.89,82.92,81.96,81.96,80.99,80.03,80.03,80.03,80.03,80.03,80.99,80.99,80.03,80.03,80.03,64.18,63.17,62.15,62.15,62.15,61.13,61.13,60.11,60.11,60.11,59.09,59.09,58.07,59.09,59.09,59.09,59.09,59.09,59.09,59.09,37.14,36.24,35.33,34.43,34.43,34.43,34.43,33.52,33.52,33.52,33.52,33.52,32.61,32.61,32.61,33.52,32.61,32.61,32.61,32.61,6.1
84.01,84.01,87.33,87.33,81.8,81.8,82.91,82.91,81.8,84.01,85.12,84.01,84.01,81.8,84.01,80.7,81.8,84.01,84.01,84.01,56.09,56.09,57.42,57.42,54.75,54.75,56.09,54.75,54.75,56.09,56.09,56.09,56.09,54.75,56.09,54.75,54.75,56.09,56.09,56.09,57.55,57.55,57.55,57.55,54.36,55.42,55.42,56.49,56.49,57.55,57.55,56.49,56.49,55.42,55.42,56.49,56.49,57.55,57.55,57.55,63.64,63.64,64.6,64.6,60.74,61.71,61.71,62.67,62.67,63.64,64.6,62.67,62.67,61.71,62.67,62.67,62.67,64.6,63.64,63.64,46.86,47.88,48.9,48.9,45.85,46.86,46.86,46.86,46.86,47.88,48.9,47.88,47.88,46.86,46.86,46.86,47.88,48.9,47.88,48.9,28.99,28.08,28.99,28.99,27.18,27.18,27.18,28.08,28.08,28.08,28.08,28.08,28.08,27.18,27.18,27.18,28.08,28.08,28.08,28.08,6.8
150.34,145.92,155.87,158.08,155.87,158.08,156.97,159.18,156.97,154.76,155.87,154.76,155.87,154.76,151.45,153.66,151.45,153.66,152.55,150.34,110.84,109.51,113.51,113.51,113.51,113.51,113.51,114.85,113.51,112.18,112.18,112.18,112.18,112.18,109.51,110.84,109.51,110.84,110.84,108.17,99.12,99.12,107.65,108.71,107.65,109.78,108.71,108.71,108.71,106.58,107.65,107.65,106.58,107.65,105.51,106.58,106.58,105.51,106.58,105.51,114.74,115.7,122.45,124.38,122.45,124.38,124.38,124.38,124.38,122.45,123.42,123.42,121.49,122.45,120.52,122.45,121.49,120.52,121.49,120.52,77.43,78.45,84.56,85.58,84.56,85.58,85.58,85.58,86.6,84.56,85.58,85.58,84.56,84.56,83.54,84.56,84.56,83.54,84.56,83.54,51.64,51.64,53.45,54.36,53.45,54.36,54.36,54.36,54.36,53.45,53.45,53.45,52.55,53.45,52.55,52.55,52.55,52.55,52.55,51.64,6.6
223.3,218.88,216.67,213.35,208.93,210.04,211.14,208.93,213.35,214.46,212.25,213.35,208.93,208.93,205.61,212.25,210.04,214.46,214.46,207.82,153.58,150.9,149.57,145.56,142.89,144.23,145.56,144.23,146.9,146.9,145.56,146.9,144.23,144.23,141.56,146.9,145.56,148.23,148.23,142.89,155.61,152.41,150.28,150.28,148.15,149.21,149.21,150.28,151.34,152.41,152.41,151.34,148.15,150.28,143.88,151.34,151.34,152.41,150.28,149.21,175.48,170.66,168.73,169.7,166.81,167.77,168.73,169.7,170.66,172.59,171.63,170.66,166.81,169.7,161.98,170.66,170.66,172.59,169.7,169.7,121.24,119.2,119.2,119.2,117.16,118.18,118.18,119.2,119.2,121.24,120.22,120.22,117.16,119.2,114.11,120.22,120.22,121.24,119.2,119.2,73.38,71.57,70.66,70.66,69.76,69.76,69.76,69.76,69.76,70.66,70.66,69.76,68.85,69.76,67.04,69.76,69.76,69.76,69.76,68.85,4.6
210.04,197.88,195.66,194.56,197.88,195.66,172.45,172.45,168.03,165.82,169.13,169.13,169.13,168.03,165.82,163.61,162.5,161.4,161.4,160.29,160.25,148.23,146.9,144.23,146.9,145.56,125.53,125.53,122.86,121.53,124.2,122.86,124.2,122.86,121.53,120.19,118.85,117.52,117.52,117.52,131.09,134.29,131.09,132.16,137.49,127.9,117.24,116.17,115.11,114.04,117.24,115.11,115.11,115.11,114.04,111.91,110.84,109.78,108.71,109.78,156.2,158.13,154.27,154.27,161.02,149.45,135.95,134.99,134.02,132.09,136.92,134.02,134.02,134.02,132.09,131.13,129.2,128.24,127.27,128.24,100.86,104.94,102.9,102.9,106.97,100.86,92.71,92.71,91.69,90.67,93.73,91.69,91.69,91.69,90.67,89.65,88.64,87.62,87.62,87.62,68.85,70.66,68.85,68.85,70.66,65.23,60.7,59.79,59.79,58.89,59.79,58.89,58.89,58.89,58.89,57.98,57.08,57.08,56.17,57.08,3.6
113.86,111.65,112.76,111.65,110.54,111.65,111.65,110.54,109.44,110.54,109.44,108.33,108.33,109.44,110.54,109.44,108.33,110.54,110.54,109.44,78.79,77.46,78.79,77.46,77.46,77.46,77.46,77.46,76.12,77.46,77.46,76.12,76.12,77.46,77.46,76.12,76.12,77.46,77.46,76.12,75.67,74.61,75.67,75.67,74.61,74.61,75.67,75.67,74.61,74.61,74.61,74.61,74.61,73.54,75.67,74.61,74.61,74.61,75.67,75.67,86.78,85.81,86.78,86.78,85.81,85.81,86.78,86.78,85.81,85.81,86.78,85.81,85.81,84.85,86.78,86.78,85.81,85.81,86.78,86.78,62.15,61.13,62.15,62.15,61.13,61.13,62.15,61.13,61.13,61.13,62.15,61.13,61.13,61.13,62.15,62.15,61.13,61.13,62.15,62.15,39.86,38.96,39.86,39.86,38.96,38.96,39.86,38.96,38.96,38.96,38.96,38.96,38.96,38.05,38.96,38.96,38.05,38.96,38.96,38.96,6
161.4,159.18,156.97,156.97,158.08,154.76,154.76,159.18,155.87,154.76,154.76,153.66,152.55,152.55,153.66,154.76,150.34,153.66,154.76,203.4,112.18,110.84,109.51,109.51,109.51,108.17,108.17,110.84,108.17,108.17,108.17,108.17,106.84,106.84,106.84,108.17,105.5,108.17,109.51,140.22,109.78,110.84,108.71,107.65,109.78,108.71,107.65,108.71,109.78,108.71,107.65,108.71,107.65,107.65,108.71,108.71,104.45,105.51,121.5,156.67,123.42,124.38,123.42,122.45,124.38,123.42,122.45,122.45,124.38,123.42,121.49,123.42,122.45,121.49,123.42,123.42,119.56,120.52,136.92,175.48,86.6,87.62,86.6,85.58,87.62,86.6,86.6,86.6,87.62,86.6,86.6,86.6,86.6,86.6,87.62,86.6,84.56,84.56,95.77,122.26,52.55,52.55,52.55,51.64,52.55,52.55,51.64,51.64,52.55,51.64,51.64,51.64,51.64,51.64,52.55,51.64,50.73,50.73,57.08,67.04,5.5
112.76,116.07,110.54,110.54,108.33,108.33,107.23,105.02,105.02,102.81,101.7,102.81,102.81,103.91,103.91,103.91,103.91,103.91,103.91,105.02,78.79,81.46,77.46,77.46,76.12,76.12,76.12,73.45,73.45,72.11,72.11,72.11,72.11,73.45,73.45,73.45,73.45,73.45,73.45,73.45,81,77.8,75.67,74.61,73.54,73.54,71.41,70.34,70.34,70.34,70.34,70.34,71.41,71.41,71.41,70.34,70.34,71.41,71.41,70.34,91.6,88.71,85.81,84.85,83.89,83.89,81.96,80.99,80.99,80.03,80.03,80.03,80.99,81.96,81.96,80.99,80.99,81.96,80.99,80.99,65.2,63.17,61.13,60.11,60.11,60.11,58.07,58.07,58.07,57.05,57.05,57.05,58.07,59.09,58.07,58.07,58.07,58.07,58.07,58.07,43.49,41.67,40.77,39.86,39.86,39.86,38.96,38.05,38.05,38.05,38.05,38.05,38.05,38.05,38.05,37.14,37.14,38.05,37.14,37.14,4.7
138.18,140.39,141.5,139.29,139.29,138.18,139.29,139.29,140.39,139.29,139.29,139.29,138.18,140.39,139.29,137.08,138.18,135.97,135.97,135.97,100.16,101.49,101.49,100.16,100.16,100.16,100.16,100.16,101.49,100.16,100.16,100.16,100.16,100.16,100.16,98.82,98.82,98.82,97.49,98.82,89.53,91.66,92.72,90.59,91.66,90.59,91.66,91.66,90.59,92.72,91.66,91.66,91.66,90.59,91.66,90.59,90.59,90.59,88.46,90.59,105.1,107.99,108.95,106.06,107.03,107.03,107.99,107.03,107.03,108.95,107.99,107.03,107.99,106.06,107.99,106.06,106.06,106.06,104.13,106.06,72.33,74.37,75.39,74.37,74.37,74.37,75.39,74.37,74.37,75.39,75.39,74.37,75.39,74.37,75.39,74.37,74.37,74.37,73.35,74.37,50.73,51.64,52.55,50.73,50.73,50.73,50.73,50.73,50.73,51.64,50.73,50.73,50.73,49.83,50.73,49.83,49.83,49.83,48.92,49.83,5.9
74.06,88.44,100.6,114.97,111.65,112.76,108.33,108.33,107.23,105.02,109.44,111.65,109.44,116.07,118.28,120.49,121.6,120.49,120.49,118.28,54.75,64.1,72.11,81.46,78.79,78.79,76.12,77.46,76.12,74.78,77.46,78.79,77.46,81.46,82.8,84.13,85.47,84.13,84.13,82.8,50.09,61.82,71.41,77.8,75.67,75.67,74.61,73.54,71.41,72.47,74.61,75.67,77.8,78.87,83.13,83.13,82.07,83.13,83.13,82.07,57.85,70.39,80.99,87.74,85.81,84.85,83.89,82.92,80.99,81.96,83.89,86.78,88.71,88.71,93.53,93.53,92.56,93.53,93.53,92.56,39.73,49.92,58.07,63.17,62.15,61.13,60.11,60.11,58.07,59.09,61.13,62.15,64.18,64.18,67.24,67.24,67.24,67.24,67.24,67.24,27.18,33.52,37.14,39.86,38.96,38.96,38.96,38.05,36.24,37.14,38.05,38.96,39.86,39.86,41.67,41.67,40.77,41.67,41.67,40.77,3.9
118.28,118.28,120.49,118.28,113.86,96.17,121.6,126.02,135.97,130.44,128.23,117.18,113.86,113.86,114.97,114.97,114.97,114.97,116.07,117.18,84.13,84.13,85.47,82.8,80.13,69.44,86.8,89.47,96.15,92.15,90.81,82.8,80.13,80.13,81.46,81.46,81.46,81.46,82.8,84.13,79.93,78.87,78.87,77.8,70.34,63.95,83.13,85.26,90.59,87.4,86.33,76.74,76.74,77.8,76.74,76.74,76.74,77.8,77.8,82.07,92.56,91.6,90.63,89.67,81.96,74.24,96.42,98.35,103.17,99.31,99.31,87.74,87.74,88.71,88.71,88.71,88.71,89.67,89.67,94.49,64.18,64.18,63.17,63.17,57.05,50.94,67.24,69.28,73.35,70.3,70.3,62.15,62.15,63.17,63.17,63.17,63.17,63.17,63.17,67.24,41.67,41.67,41.67,40.77,36.24,33.52,42.58,43.49,45.3,44.39,43.49,38.96,38.96,39.86,39.86,39.86,39.86,39.86,39.86,41.67,5.5
425.6,361.48,362.59,370.32,364.8,363.69,359.27,363.69,361.48,359.27,357.06,354.85,353.74,353.74,350.43,344.9,347.11,348.22,347.11,347.11,251.06,220.35,221.68,224.35,221.68,221.68,220.35,221.68,220.35,219.01,217.68,216.34,216.34,216.34,215.01,213.67,213.67,213.67,213.67,212.34,221.69,218.49,218.49,221.69,218.49,218.49,216.36,221.69,216.36,217.42,216.36,214.23,213.16,214.23,211.03,209.96,211.03,209.96,209.96,209.96,259.37,256.48,256.48,261.3,257.44,257.44,254.55,261.3,255.51,256.48,254.55,252.62,251.66,252.62,248.76,247.8,249.73,248.76,248.76,247.8,179.31,177.27,177.27,181.35,179.31,179.31,177.27,183.38,178.29,179.31,178.29,177.27,175.23,176.25,173.2,172.18,173.2,173.2,173.2,172.18,106.9,105.09,106,107.81,106,106,105.09,106.9,104.19,104.19,103.28,103.28,102.37,103.28,102.37,101.47,102.37,101.47,101.47,101.47,3.6
112.76,106.12,106.12,106.12,105.02,105.02,105.02,105.02,106.12,106.12,106.12,105.02,103.91,101.7,102.81,100.6,99.49,98.38,98.38,98.38,77.46,74.78,73.45,73.45,73.45,73.45,73.45,73.45,74.78,73.45,74.78,73.45,72.11,72.11,72.11,70.78,70.78,69.44,69.44,69.44,72.47,71.41,70.34,71.41,71.41,71.41,71.41,71.41,72.47,71.41,73.54,71.41,70.34,69.28,70.34,68.21,67.15,68.21,66.08,66.08,81.96,80.99,80.99,81.96,80.99,80.99,80.99,81.96,82.92,81.96,83.89,81.96,80.03,79.06,80.03,78.1,77.14,78.1,76.17,75.21,58.07,57.05,57.05,58.07,57.05,58.07,57.05,58.07,58.07,58.07,59.09,58.07,57.05,56.03,57.05,55.02,54,55.02,54,54,37.14,37.14,36.24,36.24,36.24,36.24,36.24,36.24,36.24,36.24,37.14,36.24,35.33,35.33,35.33,34.43,34.43,34.43,33.52,33.52,4.9
79.59,74.06,77.38,75.17,75.17,86.22,87.33,81.8,79.59,74.06,76.28,77.38,76.28,75.17,74.06,76.28,79.59,79.59,78.49,76.28,58.76,54.75,57.42,56.09,57.42,64.1,65.44,61.43,60.09,56.09,57.42,58.76,57.42,57.42,56.09,58.76,61.43,61.43,60.09,58.76,51.16,49.03,52.22,49.03,51.16,58.62,57.55,52.22,50.09,50.09,51.16,50.09,51.16,50.09,49.03,50.09,51.16,52.22,51.16,50.09,59.78,56.89,60.74,57.85,60.74,69.42,68.46,61.71,58.82,59.78,60.74,59.78,60.74,59.78,58.82,60.74,62.67,63.64,61.71,61.71,40.75,39.73,41.77,39.73,40.75,46.86,45.85,41.77,39.73,40.75,40.75,40.75,40.75,40.75,39.73,39.73,40.75,41.77,40.75,40.75,27.18,27.18,28.08,28.08,28.99,33.52,32.61,28.99,28.08,28.08,28.99,28.08,28.99,28.08,28.08,28.99,29.9,30.8,29.9,29.9,4.4
138.18,134.86,132.65,130.44,128.23,127.13,128.23,130.44,129.34,128.23,127.13,126.02,124.92,124.92,124.92,124.92,123.81,123.81,123.81,122.7,96.15,93.48,92.15,90.81,89.47,89.47,90.81,90.81,90.81,89.47,89.47,88.14,88.14,88.14,88.14,88.14,88.14,86.8,86.8,86.8,90.59,89.53,89.53,88.46,87.4,86.33,86.33,87.4,87.4,87.4,86.33,86.33,85.26,85.26,84.2,83.13,84.2,85.26,84.2,84.2,102.2,101.24,101.24,100.28,99.31,98.35,98.35,99.31,99.31,99.31,99.31,98.35,97.38,97.38,96.42,95.46,96.42,96.42,96.42,95.46,74.37,73.35,73.35,72.33,71.32,71.32,71.32,71.32,72.33,72.33,71.32,71.32,70.3,70.3,69.28,69.28,69.28,70.3,70.3,69.28,48.02,47.11,47.11,46.2,46.2,45.3,45.3,46.2,46.2,46.2,45.3,45.3,45.3,44.39,44.39,43.49,44.39,44.39,44.39,44.39,5.2
175.77,154.76,153.66,153.66,153.66,152.55,152.55,152.55,152.55,152.55,151.45,151.45,152.55,151.45,151.45,151.45,151.45,150.34,149.24,149.24,126.87,112.18,112.18,112.18,112.18,110.84,112.18,110.84,110.84,110.84,110.84,110.84,112.18,110.84,110.84,110.84,110.84,109.51,109.51,109.51,110.84,102.32,103.38,104.45,103.38,103.38,103.38,103.38,102.32,103.38,102.32,102.32,102.32,102.32,102.32,102.32,102.32,102.32,101.25,101.25,130.17,120.52,121.49,122.45,121.49,121.49,121.49,121.49,121.49,121.49,120.52,121.49,121.49,120.52,121.49,121.49,120.52,120.52,119.56,119.56,86.6,80.49,81.5,82.52,81.5,81.5,81.5,81.5,81.5,82.52,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,80.49,80.49,58.89,54.36,55.26,55.26,55.26,54.36,54.36,54.36,54.36,54.36,54.36,54.36,54.36,54.36,54.36,54.36,54.36,53.45,53.45,53.45,5.3
477.55,403.49,362.59,297.37,238.78,240.99,237.67,235.46,235.46,233.25,232.14,231.04,228.83,224.41,237.67,243.2,257.57,258.67,253.15,249.83,279.11,251.06,261.75,202.99,176.28,180.28,177.61,174.94,174.94,173.61,172.27,172.27,169.6,166.93,176.28,178.95,190.97,192.3,189.63,186.96,306.95,202.5,197.17,195.04,148.15,146.01,148.15,146.01,144.95,146.01,137.49,140.69,136.42,139.62,144.95,150.28,154.54,155.61,152.41,149.21,358.68,261.3,245.87,221.76,187.05,182.23,184.16,181.27,180.3,182.23,171.63,175.48,171.63,174.52,183.2,189.95,196.7,198.62,193.8,190.91,266.93,165.05,156.9,151.8,116.14,114.11,116.14,115.12,114.11,115.12,109.01,112.07,109.01,111.05,116.14,120.22,123.27,124.29,121.24,119.2,147.67,118.68,108.72,88.78,86.97,84.25,85.16,84.25,83.35,84.25,79.72,81.54,79.72,81.54,85.16,87.88,90.6,91.5,89.69,88.78,5.3
311.74,301.79,302.89,304,302.89,304,305.1,306.21,304,308.42,309.53,308.42,310.63,311.74,310.63,310.63,313.95,310.63,306.21,306.21,219.01,215.01,217.68,217.68,216.34,217.68,217.68,217.68,216.34,219.01,219.01,217.68,219.01,220.35,219.01,219.01,221.68,220.35,217.68,217.68,203.57,199.3,202.5,201.44,201.44,200.37,201.44,200.37,202.5,203.57,204.63,203.57,203.57,205.7,204.63,204.63,205.7,204.63,203.57,204.63,239.12,234.3,238.16,238.16,238.16,237.19,238.16,237.19,239.12,242.01,242.98,242.01,242.01,243.94,243.94,243.94,243.94,242.98,241.05,242.98,157.91,154.86,157.91,157.91,157.91,157.91,157.91,157.91,158.93,160.97,160.97,160.97,160.97,161.99,161.99,161.99,163.01,161.99,160.97,161.99,101.47,101.47,102.37,102.37,102.37,101.47,101.47,101.47,101.47,102.37,102.37,102.37,102.37,103.28,103.28,102.37,103.28,102.37,102.37,102.37,3.6
227.72,243.2,257.57,250.94,298.47,282.99,273.05,313.95,311.74,362.59,364.8,287.42,292.94,270.83,280.78,289.63,289.63,285.21,275.26,239.88,158.92,166.93,176.28,172.27,194.97,190.97,190.97,206.99,202.99,220.35,225.69,194.97,196.31,184.29,188.3,190.97,190.97,188.3,184.29,165.59,152.41,167.33,170.53,163.07,177.99,184.38,176.92,192.91,197.17,239.8,214.23,202.5,183.32,179.05,180.12,187.58,183.32,181.19,174.79,142.82,176.45,193.8,198.62,188.98,207.3,215.98,208.27,227.55,233.34,283.47,252.62,237.19,215.98,208.27,211.16,219.84,215.02,213.09,204.41,163.91,120.22,133.46,137.54,130.41,143.65,147.73,140.59,154.86,159.95,198.67,174.21,163.01,147.73,143.65,145.69,152.82,148.74,147.73,141.61,114.11,74.29,81.54,84.25,79.72,86.97,90.6,87.88,94.22,96.03,109.62,102.37,96.94,88.78,86.07,86.97,89.69,87.88,86.97,84.25,67.95,3.3
517.35,504.08,502.98,508.51,497.45,496.35,494.14,484.19,485.29,480.87,480.87,477.55,477.55,474.24,475.34,473.13,470.92,470.92,470.92,468.71,333.86,328.52,328.52,331.19,327.18,325.85,324.51,319.17,320.51,319.17,319.17,317.83,319.17,317.83,317.83,317.83,317.83,316.5,316.5,315.16,290.96,289.9,300.56,300.56,302.69,303.75,302.69,299.49,297.36,296.29,297.36,296.29,297.36,295.23,295.23,293.09,293.09,293.09,294.16,294.16,362.54,363.5,374.11,370.25,372.18,373.14,371.22,369.29,366.39,365.43,365.43,364.47,365.43,363.5,363.5,362.54,361.57,361.57,361.57,361.57,250.62,251.64,261.83,256.74,257.76,258.78,257.76,255.72,252.66,251.64,251.64,250.62,250.62,248.59,248.59,246.55,245.53,246.55,247.57,247.57,158.54,157.64,159.45,154.92,154.92,154.01,154.01,152.2,150.39,150.39,150.39,149.48,149.48,148.58,149.48,148.58,148.58,147.67,147.67,147.67,8.6
