Violet 1,Violet 2,Violet 3,Violet 4,Violet 5,Violet 6,Violet 7,Violet 8,Violet 9,Violet 10,Violet 11,Violet 12,Violet 13,Violet 14,Violet 15,Violet 16,Violet 17,Violet 18,Violet 19,Violet 20,Blue 1,Blue 2,Blue 3,Blue 4,Blue 5,Blue 6,Blue 7,Blue 8,Blue 9,Blue 10,Blue 11,Blue 12,Blue 13,Blue 14,Blue 15,Blue 16,Blue 17,Blue 18,Blue 19,Blue 20,green 1,green 2,green 3,green 4,green 5,green 6,green 7,green 8,green 9,green 10,green 11,green 12,green 13,green 14,green 15,green 16,green 17,green 18,green 19,green 20,yellow 1,yellow 2,yellow 3,yellow 4,yellow 5,yellow 6,yellow 7,yellow 8,yellow 9,yellow 10,yellow 11,yellow 12,yellow 13,yellow 14,yellow 15,yellow 16,yellow 17,yellow 18,yellow 19,yellow 20,orange 1,orange 2,orange 3,orange 4,orange 5,orange 6,orange 7,orange 8,orange 9,orange 10,orange 11,orange 12,orange 13,orange 14,orange 15,orange 16,orange 17,orange 18,orange 19,orange 20,red 1,red 2,red 3,red 4,red 5,red 6,red 7,red 8,red 9,red 10,red 11,red 12,red 13,red 14,red 15,red 16,red 17,red 18,red 19,red 20,real
128.23,124.92,123.81,122.7,206.72,134.86,140.39,140.39,140.39,139.29,138.18,135.97,134.86,133.76,134.86,134.86,133.76,132.65,132.65,131.55,92.15,89.47,89.47,88.14,133.54,97.49,101.49,101.49,101.49,100.16,100.16,98.82,97.49,97.49,97.49,97.49,96.15,96.15,96.15,94.82,84.2,83.13,81,79.93,131.09,91.66,92.72,93.79,92.72,91.66,91.66,90.59,89.53,89.53,89.53,89.53,88.46,88.46,88.46,87.4,97.38,96.42,94.49,93.53,144.63,107.03,108.95,109.92,108.95,107.99,107.99,107.03,105.1,105.1,105.1,105.1,104.13,103.17,103.17,102.2,67.24,66.22,65.2,64.18,105.96,73.35,75.39,75.39,75.39,74.37,74.37,73.35,72.33,72.33,72.33,72.33,72.33,71.32,71.32,71.32,45.3,45.3,44.39,43.49,58.89,50.73,50.73,50.73,50.73,49.83,49.83,49.83,48.92,48.92,48.92,48.92,48.02,48.02,48.02,47.11,7.2
140.39,137.08,138.18,151.45,144.81,142.6,142.6,148.13,153.66,152.55,151.45,147.02,151.45,150.34,143.71,135.97,139.29,141.5,143.71,143.71,100.16,98.82,98.82,105.5,101.49,100.16,100.16,102.83,106.84,104.16,104.16,101.49,104.16,104.16,100.16,96.15,98.82,100.16,100.16,101.49,91.66,92.72,98.05,98.05,98.05,96.99,96.99,103.38,108.71,103.38,99.12,98.05,102.32,101.25,93.79,92.72,94.86,96.99,96.99,95.92,106.06,107.03,112.81,112.81,112.81,111.85,111.85,117.63,123.42,118.6,113.78,112.81,118.6,116.67,108.95,107.03,109.92,111.85,111.85,111.85,73.35,73.35,79.47,79.47,79.47,79.47,79.47,84.56,88.64,85.58,81.5,80.49,84.56,83.54,77.43,75.39,77.43,79.47,79.47,78.45,50.73,50.73,52.55,51.64,52.55,51.64,51.64,53.45,55.26,53.45,51.64,51.64,53.45,52.55,49.83,48.92,49.83,50.73,50.73,50.73,8.6
159.18,158.08,150.34,150.34,150.34,134.86,148.13,147.02,143.71,142.6,142.6,142.6,139.29,128.23,140.39,141.5,140.39,141.5,135.97,135.97,114.85,114.85,108.17,109.51,109.51,98.82,108.17,106.84,105.5,104.16,104.16,104.16,101.49,93.48,102.83,102.83,102.83,102.83,100.16,100.16,100.19,96.99,96.99,94.86,96.99,94.86,94.86,94.86,92.72,94.86,90.59,93.79,90.59,89.53,90.59,92.72,83.13,91.66,88.46,86.33,118.6,115.7,115.7,112.81,114.74,112.81,112.81,112.81,110.88,111.85,108.95,111.85,108.95,107.03,108.95,110.88,98.35,108.95,105.1,103.17,79.47,77.43,77.43,76.41,77.43,76.41,76.41,75.39,74.37,75.39,73.35,75.39,73.35,72.33,73.35,75.39,67.24,73.35,71.32,70.3,57.98,55.26,55.26,54.36,55.26,54.36,53.45,53.45,52.55,53.45,51.64,52.55,51.64,50.73,51.64,52.55,47.11,51.64,49.83,48.92,6.4
119.39,100.6,96.17,92.86,93.96,93.96,92.86,92.86,91.75,90.65,91.75,90.65,91.75,92.86,91.75,90.65,90.65,90.65,90.65,89.54,88.14,74.78,72.11,69.44,70.78,70.78,70.78,70.78,69.44,68.11,69.44,69.44,69.44,69.44,69.44,68.11,68.11,69.44,68.11,68.11,75.67,65.01,63.95,62.88,62.88,61.82,62.88,62.88,61.82,61.82,60.75,60.75,61.82,62.88,61.82,61.82,60.75,60.75,61.82,61.82,88.71,76.17,75.21,74.24,74.24,73.28,74.24,73.28,73.28,72.31,72.31,71.35,72.31,73.28,73.28,72.31,72.31,72.31,72.31,72.31,59.09,49.92,49.92,48.9,48.9,48.9,48.9,48.9,48.9,47.88,47.88,47.88,48.9,48.9,48.9,47.88,47.88,47.88,47.88,47.88,42.58,37.14,37.14,36.24,36.24,36.24,36.24,36.24,36.24,35.33,35.33,35.33,35.33,35.33,35.33,35.33,35.33,35.33,35.33,35.33,4.5
78.49,86.22,84.01,85.12,84.01,84.01,84.01,82.91,80.7,78.49,80.7,82.91,86.22,84.01,82.91,82.91,82.91,84.01,84.01,82.91,57.42,62.77,60.09,61.43,60.09,60.09,60.09,58.76,58.76,56.09,58.76,58.76,61.43,60.09,60.09,60.09,60.09,60.09,60.09,60.09,55.42,56.49,55.42,59.68,56.49,56.49,57.55,55.42,53.29,55.42,55.42,56.49,58.62,56.49,56.49,57.55,57.55,56.49,57.55,57.55,62.67,64.6,62.67,67.49,64.6,64.6,66.53,63.64,60.74,62.67,63.64,64.6,66.53,64.6,64.6,65.57,65.57,64.6,66.53,65.57,41.77,43.81,42.79,46.86,44.83,44.83,45.85,43.81,41.77,43.81,43.81,44.83,46.86,44.83,44.83,45.85,45.85,44.83,45.85,45.85,28.08,29.9,28.99,30.8,29.9,29.9,29.9,28.99,28.08,28.08,28.99,28.99,29.9,28.99,28.99,29.9,28.99,28.99,29.9,29.9,5.7
85.12,79.59,79.59,77.38,76.28,75.17,74.06,72.96,71.85,71.85,71.85,71.85,71.85,72.96,71.85,70.75,70.75,70.75,70.75,70.75,61.43,57.42,57.42,56.09,54.75,54.75,53.42,53.42,52.08,52.08,52.08,52.08,53.42,53.42,52.08,52.08,52.08,52.08,52.08,52.08,56.49,53.29,53.29,52.22,51.16,51.16,50.09,50.09,49.03,49.03,49.03,49.03,49.03,50.09,49.03,49.03,49.03,47.96,47.96,47.96,64.6,61.71,61.71,59.78,58.82,57.85,57.85,56.89,56.89,56.89,56.89,56.89,56.89,56.89,56.89,55.92,55.92,55.92,55.92,55.92,44.83,42.79,42.79,41.77,40.75,40.75,39.73,39.73,39.73,39.73,39.73,38.71,39.73,39.73,39.73,38.71,38.71,38.71,38.71,38.71,30.8,28.99,28.99,28.08,28.08,27.18,27.18,27.18,26.27,26.27,26.27,26.27,26.27,26.27,26.27,26.27,26.27,26.27,26.27,26.27,7
161.4,161.4,236.57,232.14,234.35,234.35,233.25,227.72,226.62,223.3,226.62,227.72,225.51,226.62,228.83,227.72,226.62,224.41,226.62,227.72,109.51,109.51,160.25,157.58,158.92,158.92,157.58,154.91,153.58,152.24,153.58,153.58,152.24,153.58,153.58,153.58,153.58,150.9,152.24,153.58,110.84,149.21,158.8,146.01,160.94,159.87,158.8,156.67,155.61,155.61,156.67,156.67,156.67,156.67,156.67,158.8,156.67,155.61,156.67,157.74,124.38,167.77,179.34,164.88,181.27,180.3,179.34,177.41,175.48,175.48,176.45,177.41,176.45,176.45,176.45,179.34,176.45,175.48,177.41,178.38,88.64,117.16,124.29,115.12,126.33,126.33,125.31,124.29,122.26,122.26,123.27,124.29,123.27,124.29,124.29,125.31,124.29,123.27,124.29,125.31,54.36,71.57,75.19,69.76,76.1,75.19,75.19,73.38,73.38,72.48,73.38,73.38,72.48,72.48,72.48,73.38,72.48,72.48,72.48,73.38,6
91.75,90.65,86.22,89.54,89.54,88.44,84.01,87.33,87.33,87.33,86.22,87.33,85.12,85.12,86.22,82.91,85.12,85.12,85.12,85.12,64.1,62.77,60.09,62.77,62.77,61.43,58.76,61.43,61.43,61.43,60.09,61.43,60.09,60.09,60.09,57.42,60.09,60.09,60.09,60.09,61.82,60.75,60.75,60.75,60.75,60.75,57.55,56.49,58.62,59.68,59.68,58.62,59.68,58.62,58.62,59.68,58.62,56.49,58.62,58.62,69.42,69.42,69.42,69.42,68.46,68.46,65.57,64.6,67.49,68.46,67.49,67.49,67.49,67.49,67.49,67.49,67.49,64.6,67.49,67.49,49.92,48.9,49.92,49.92,48.9,48.9,46.86,46.86,47.88,48.9,48.9,47.88,47.88,47.88,47.88,48.9,47.88,45.85,47.88,47.88,32.61,32.61,32.61,32.61,32.61,32.61,30.8,30.8,31.71,31.71,31.71,31.71,31.71,31.71,31.71,31.71,31.71,29.9,31.71,31.71,4.7
84.01,81.8,81.8,81.8,79.59,80.7,80.7,74.06,79.59,79.59,79.59,79.59,80.7,80.7,80.7,80.7,79.59,78.49,79.59,72.96,61.43,60.09,60.09,60.09,58.76,58.76,58.76,54.75,58.76,58.76,58.76,58.76,58.76,58.76,60.09,60.09,58.76,57.42,58.76,53.42,55.42,55.42,50.09,55.42,54.36,55.42,54.36,54.36,54.36,54.36,54.36,54.36,50.09,55.42,55.42,54.36,54.36,54.36,54.36,51.16,63.64,64.6,57.85,64.6,63.64,64.6,62.67,62.67,63.64,62.67,62.67,62.67,58.82,63.64,63.64,63.64,62.67,62.67,62.67,59.78,43.81,44.83,39.73,43.81,43.81,43.81,43.81,42.79,43.81,42.79,42.79,42.79,39.73,43.81,43.81,42.79,42.79,42.79,42.79,40.75,31.71,32.61,28.99,31.71,31.71,31.71,31.71,31.71,31.71,30.8,30.8,30.8,28.99,31.71,31.71,30.8,30.8,30.8,30.8,28.99,4.1
221.09,215.56,210.04,218.88,219.98,216.67,226.62,233.25,226.62,216.67,229.93,231.04,223.3,228.83,224.41,234.35,224.41,215.56,223.3,226.62,161.59,158.92,154.91,164.26,166.93,165.59,172.27,177.61,173.61,165.59,174.94,177.61,170.94,176.28,172.27,178.95,173.61,166.93,170.94,170.94,131.09,134.29,132.16,138.55,137.49,139.62,143.88,148.15,146.01,140.69,144.95,149.21,142.82,149.21,144.95,147.08,146.01,139.62,142.82,143.88,161.02,165.84,163.91,170.66,171.63,174.52,180.3,185.13,181.27,175.48,180.3,186.09,178.38,186.09,180.3,182.23,182.23,173.56,176.45,178.38,104.94,106.97,104.94,110.03,109.01,110.03,114.11,117.16,115.12,112.07,114.11,118.18,113.09,118.18,114.11,116.14,115.12,110.03,113.09,115.12,76.1,77.91,77.01,81.54,81.54,82.44,85.16,86.97,85.16,82.44,84.25,86.97,83.35,86.07,84.25,85.16,84.25,80.63,82.44,83.35,6.9
86.22,88.44,88.44,87.33,85.12,85.12,85.12,84.01,76.28,78.49,76.28,77.38,71.85,78.49,78.49,75.17,77.38,75.17,72.96,77.38,61.43,61.43,62.77,61.43,60.09,60.09,60.09,58.76,54.75,54.75,53.42,54.75,50.75,54.75,54.75,53.42,54.75,52.08,52.08,53.42,57.55,57.55,59.68,59.68,58.62,57.55,57.55,56.49,53.29,52.22,53.29,50.09,51.16,51.16,52.22,55.42,53.29,50.09,52.22,54.36,65.57,65.57,67.49,67.49,66.53,65.57,65.57,64.6,59.78,59.78,59.78,56.89,57.85,57.85,58.82,62.67,59.78,55.92,59.78,60.74,45.85,46.86,47.88,47.88,46.86,46.86,46.86,45.85,43.81,42.79,42.79,40.75,40.75,41.77,41.77,44.83,42.79,40.75,42.79,43.81,29.9,29.9,30.8,30.8,29.9,29.9,29.9,28.99,28.08,27.18,27.18,26.27,26.27,26.27,26.27,28.08,27.18,25.37,27.18,27.18,4.5
168.03,161.4,156.97,155.87,153.66,153.66,151.45,149.24,148.13,148.13,147.02,147.02,145.92,144.81,142.6,142.6,142.6,142.6,142.6,141.5,116.18,110.84,108.17,108.17,105.5,105.5,104.16,102.83,102.83,102.83,101.49,101.49,101.49,100.16,98.82,98.82,98.82,98.82,98.82,98.82,107.65,105.51,103.38,103.38,102.32,102.32,100.19,99.12,99.12,99.12,98.05,98.05,96.99,95.92,95.92,95.92,95.92,95.92,95.92,95.92,124.38,121.49,119.56,118.6,117.63,117.63,115.7,113.78,113.78,114.74,112.81,113.78,111.85,110.88,109.92,110.88,109.92,109.92,110.88,109.92,87.62,85.58,84.56,84.56,83.54,83.54,82.52,81.5,81.5,81.5,80.49,81.5,80.49,79.47,78.45,79.47,78.45,78.45,79.47,78.45,57.08,55.26,54.36,53.45,53.45,52.55,51.64,51.64,50.73,50.73,50.73,50.73,49.83,49.83,48.92,48.92,48.92,48.92,48.92,48.92,4
51.96,54.17,51.96,53.06,50.85,51.96,53.06,51.96,46.43,53.06,54.17,55.27,53.06,55.27,51.96,55.27,56.38,56.38,55.27,56.38,37.39,38.73,37.39,38.73,36.06,37.39,37.39,37.39,33.39,37.39,38.73,40.06,38.73,40.06,37.39,40.06,40.06,40.06,40.06,40.06,35.17,37.3,36.24,31.97,34.11,36.24,37.3,34.11,34.11,37.3,37.3,38.37,36.24,38.37,38.37,39.43,39.43,39.43,39.43,38.37,38.57,41.46,40.5,35.68,38.57,40.5,41.46,38.57,38.57,42.42,42.42,43.39,41.46,43.39,43.39,43.39,43.39,44.35,44.35,43.39,27.51,28.53,28.53,25.47,27.51,28.53,28.53,27.51,26.49,29.55,29.55,29.55,28.53,30.56,30.56,30.56,30.56,30.56,30.56,30.56,18.12,18.12,18.12,16.31,17.21,18.12,18.12,17.21,17.21,19.03,19.03,19.03,18.12,19.03,19.03,19.03,19.03,19.03,19.03,19.03,7.8
132.65,137.08,119.39,134.86,131.55,128.23,127.13,127.13,126.02,121.6,124.92,123.81,117.18,122.7,122.7,122.7,124.92,124.92,129.34,128.23,88.14,90.81,80.13,90.81,88.14,85.47,85.47,85.47,84.13,81.46,84.13,82.8,78.79,82.8,82.8,82.8,84.13,84.13,86.8,85.47,89.53,92.72,92.72,92.72,89.53,88.46,88.46,87.4,88.46,83.13,85.26,86.33,82.07,85.26,86.33,86.33,88.46,86.33,92.72,89.53,100.28,103.17,104.13,103.17,100.28,99.31,98.35,98.35,98.35,92.56,95.46,96.42,91.6,95.46,96.42,96.42,99.31,97.38,103.17,100.28,72.33,74.37,75.39,75.39,72.33,72.33,71.32,71.32,71.32,67.24,69.28,70.3,67.24,69.28,70.3,70.3,72.33,70.3,75.39,73.35,43.49,44.39,44.39,44.39,42.58,42.58,42.58,41.67,42.58,39.86,40.77,41.67,38.96,40.77,41.67,40.77,41.67,41.67,43.49,42.58,5.3
132.65,133.76,132.65,128.23,123.81,118.28,117.18,112.76,109.44,107.23,107.23,105.02,102.81,101.7,102.81,103.91,100.6,99.49,99.49,101.7,100.16,101.49,100.16,97.49,93.48,89.47,89.47,85.47,84.13,81.46,81.46,80.13,77.46,76.12,77.46,78.79,76.12,74.78,74.78,76.12,88.46,88.46,88.46,87.4,83.13,78.87,77.8,75.67,74.61,72.47,71.41,71.41,70.34,69.28,69.28,69.28,69.28,68.21,68.21,68.21,105.1,105.1,106.06,103.17,98.35,93.53,92.56,89.67,88.71,85.81,83.89,84.85,82.92,81.96,81.96,81.96,80.99,80.03,80.03,80.03,69.28,69.28,69.28,68.26,65.2,62.15,61.13,60.11,59.09,57.05,56.03,56.03,56.03,55.02,55.02,55.02,55.02,54,54,55.02,49.83,48.92,48.92,48.02,46.2,43.49,43.49,41.67,41.67,39.86,39.86,39.86,38.96,38.05,38.05,38.05,38.05,38.05,37.14,38.05,5.1
142.6,132.65,122.7,122.7,123.81,123.81,124.92,123.81,121.6,120.49,122.7,120.49,119.39,120.49,117.18,118.28,119.39,119.39,118.28,118.28,97.49,90.81,84.13,85.47,85.47,85.47,86.8,85.47,84.13,82.8,85.47,84.13,82.8,82.8,81.46,81.46,82.8,82.8,81.46,82.8,94.86,84.2,82.07,82.07,79.93,83.13,83.13,84.2,82.07,81,82.07,82.07,81,79.93,79.93,79.93,79.93,81,79.93,79.93,107.03,95.46,92.56,93.53,91.6,94.49,94.49,95.46,93.53,92.56,93.53,92.56,92.56,91.6,90.63,91.6,91.6,92.56,91.6,90.63,75.39,67.24,66.22,66.22,65.2,67.24,67.24,68.26,66.22,66.22,67.24,66.22,66.22,65.2,65.2,65.2,65.2,66.22,65.2,65.2,48.02,43.49,42.58,42.58,41.67,42.58,42.58,42.58,41.67,41.67,41.67,41.67,41.67,40.77,40.77,40.77,40.77,40.77,40.77,40.77,4.6
118.28,111.65,113.86,114.97,113.86,112.76,112.76,112.76,111.65,111.65,109.44,108.33,108.33,108.33,106.12,107.23,106.12,105.02,105.02,106.12,86.8,81.46,84.13,84.13,84.13,82.8,82.8,82.8,82.8,82.8,81.46,80.13,80.13,80.13,78.79,78.79,78.79,77.46,78.79,78.79,76.74,74.61,75.67,75.67,75.67,73.54,74.61,75.67,74.61,73.54,73.54,73.54,72.47,73.54,72.47,71.41,71.41,71.41,71.41,71.41,89.67,87.74,88.71,88.71,89.67,86.78,88.71,88.71,88.71,86.78,86.78,85.81,85.81,85.81,85.81,83.89,83.89,83.89,83.89,83.89,60.11,58.07,60.11,60.11,60.11,59.09,60.11,60.11,60.11,59.09,58.07,58.07,58.07,58.07,58.07,57.05,57.05,57.05,57.05,57.05,41.67,40.77,41.67,41.67,41.67,40.77,41.67,41.67,41.67,40.77,40.77,39.86,39.86,39.86,39.86,38.96,38.96,38.96,38.96,38.96,3.3
68.54,67.43,67.43,66.33,66.33,66.33,65.22,64.12,64.12,63.01,60.8,60.8,59.69,58.59,57.48,57.48,58.59,59.69,58.59,57.48,52.08,50.75,50.75,50.75,50.75,50.75,49.41,49.41,49.41,48.08,46.74,46.74,45.4,45.4,44.07,44.07,45.4,45.4,45.4,44.07,46.9,45.83,46.9,46.9,45.83,45.83,45.83,44.76,43.7,43.7,43.7,42.63,41.57,41.57,40.5,40.5,40.5,40.5,40.5,40.5,53.99,53.03,53.99,53.99,53.03,52.07,53.03,52.07,51.1,51.1,50.14,49.17,48.21,47.25,47.25,47.25,47.25,47.25,47.25,46.28,35.66,35.66,35.66,35.66,35.66,34.64,34.64,34.64,33.62,33.62,33.62,32.6,31.58,31.58,31.58,31.58,31.58,31.58,31.58,31.58,25.37,25.37,25.37,25.37,25.37,24.46,24.46,24.46,23.55,23.55,23.55,23.55,22.65,22.65,21.74,21.74,22.65,22.65,22.65,21.74,7.5
102.81,98.38,98.38,97.28,97.28,98.38,98.38,99.49,103.91,102.81,102.81,103.91,102.81,103.91,103.91,102.81,102.81,102.81,101.7,102.81,69.44,65.44,65.44,65.44,65.44,65.44,65.44,66.77,69.44,68.11,69.44,69.44,69.44,69.44,69.44,68.11,69.44,68.11,68.11,69.44,67.15,65.01,65.01,65.01,66.08,66.08,66.08,67.15,70.34,69.28,69.28,70.34,70.34,69.28,70.34,69.28,69.28,70.34,69.28,69.28,75.21,73.28,72.31,73.28,73.28,74.24,74.24,76.17,78.1,78.1,78.1,79.06,78.1,78.1,79.06,78.1,77.14,78.1,78.1,77.14,55.02,54,52.98,54,54,54,55.02,56.03,58.07,58.07,58.07,59.09,58.07,58.07,58.07,57.05,57.05,58.07,58.07,57.05,32.61,31.71,31.71,31.71,31.71,31.71,32.61,32.61,33.52,33.52,33.52,33.52,33.52,33.52,33.52,32.61,32.61,33.52,32.61,32.61,3.9
154.76,151.45,151.45,151.45,150.34,148.13,148.13,147.02,147.02,144.81,143.71,142.6,144.81,145.92,142.6,143.71,145.92,144.81,144.81,147.02,112.18,110.84,110.84,110.84,110.84,108.17,108.17,108.17,108.17,106.84,105.5,104.16,106.84,106.84,105.5,105.5,106.84,106.84,106.84,108.17,100.19,101.25,100.19,99.12,100.19,98.05,95.92,96.99,95.92,95.92,94.86,94.86,94.86,94.86,95.92,94.86,95.92,96.99,96.99,98.05,117.63,120.52,118.6,117.63,118.6,115.7,114.74,114.74,113.78,113.78,112.81,112.81,112.81,112.81,113.78,112.81,114.74,114.74,115.7,115.7,78.45,80.49,79.47,78.45,79.47,77.43,77.43,77.43,77.43,76.41,76.41,76.41,76.41,76.41,76.41,76.41,77.43,77.43,77.43,78.45,54.36,56.17,55.26,54.36,55.26,53.45,52.55,53.45,52.55,52.55,52.55,52.55,52.55,51.64,52.55,51.64,52.55,52.55,52.55,53.45,6.9
69.64,78.49,91.75,88.44,87.33,87.33,86.22,87.33,87.33,81.8,81.8,81.8,81.8,81.8,81.8,80.7,80.7,79.59,78.49,77.38,49.41,56.09,64.1,62.77,61.43,61.43,60.09,61.43,61.43,57.42,57.42,57.42,57.42,58.76,57.42,57.42,57.42,56.09,56.09,54.75,46.9,57.55,60.75,59.68,59.68,59.68,58.62,58.62,59.68,55.42,55.42,55.42,56.49,55.42,55.42,55.42,54.36,53.29,53.29,52.22,53.03,64.6,69.42,67.49,67.49,66.53,66.53,66.53,67.49,63.64,62.67,62.67,63.64,62.67,62.67,62.67,61.71,61.71,61.71,59.78,36.68,45.85,48.9,48.9,47.88,47.88,47.88,47.88,48.9,44.83,44.83,45.85,45.85,44.83,44.83,44.83,43.81,43.81,43.81,42.79,24.46,29.9,30.8,30.8,29.9,29.9,29.9,29.9,29.9,28.08,28.08,28.08,28.08,28.08,28.08,28.08,27.18,27.18,27.18,27.18,7.1
313.95,313.95,294.05,308.42,307.31,295.15,301.79,299.58,296.26,286.31,292.94,291.84,290.73,295.15,289.63,281.89,288.52,277.47,291.84,287.42,244.39,244.39,228.36,240.38,239.04,228.36,235.04,233.7,229.7,223.02,228.36,227.02,227.02,229.7,225.69,219.01,225.69,216.34,227.02,224.35,188.65,184.38,184.38,186.51,188.65,186.51,183.32,179.05,184.38,181.19,182.25,183.32,182.25,181.19,182.25,182.25,181.19,180.12,184.38,181.19,245.87,239.12,239.12,242.01,244.91,241.05,237.19,231.41,237.19,233.34,235.26,236.23,235.26,233.34,234.3,235.26,233.34,231.41,237.19,233.34,146.71,143.65,143.65,145.69,147.73,145.69,143.65,140.59,144.67,142.63,142.63,143.65,142.63,142.63,143.65,143.65,141.61,141.61,144.67,142.63,116.87,115.06,114.15,115.06,115.96,114.15,112.34,109.62,111.43,109.62,109.62,110.53,109.62,108.72,108.72,109.62,108.72,107.81,109.62,107.81,5.6
187.93,258.67,250.94,253.15,242.09,242.09,244.3,244.3,245.41,246.51,245.41,244.3,244.3,246.51,246.51,246.51,246.51,246.51,247.62,247.62,130.87,168.27,164.26,164.26,158.92,158.92,160.25,160.25,160.25,161.59,160.25,160.25,160.25,160.25,160.25,160.25,160.25,160.25,161.59,161.59,130.03,175.86,175.86,175.86,170.53,171.59,172.66,172.66,173.73,173.73,172.66,171.59,172.66,172.66,172.66,172.66,173.73,172.66,173.73,173.73,142.7,195.73,195.73,195.73,189.95,190.91,191.87,191.87,193.8,193.8,193.8,192.84,192.84,193.8,193.8,193.8,194.77,193.8,194.77,194.77,99.84,137.54,137.54,138.56,133.46,134.48,135.5,135.5,136.52,136.52,136.52,135.5,136.52,137.54,137.54,137.54,137.54,137.54,137.54,137.54,59.79,77.01,76.1,76.1,73.38,73.38,74.29,74.29,74.29,74.29,74.29,74.29,74.29,74.29,74.29,74.29,74.29,74.29,74.29,74.29,5
147.02,137.08,133.76,129.34,121.6,186.82,147.02,140.39,138.18,137.08,137.08,135.97,132.65,133.76,132.65,131.55,131.55,132.65,132.65,130.44,100.16,94.82,93.48,90.81,85.47,125.53,101.49,98.82,96.15,96.15,96.15,96.15,93.48,94.82,93.48,92.15,92.15,93.48,93.48,92.15,99.12,96.99,91.66,92.72,86.33,104.45,103.38,100.19,100.19,99.12,98.05,96.99,94.86,94.86,94.86,94.86,96.99,95.92,93.79,94.86,107.99,107.03,101.24,103.17,95.46,113.78,114.74,109.92,110.88,109.92,108.95,107.99,105.1,106.06,105.1,105.1,107.03,106.06,105.1,105.1,77.43,76.41,72.33,73.35,68.26,81.5,81.5,78.45,78.45,78.45,77.43,76.41,75.39,75.39,75.39,75.39,76.41,75.39,74.37,75.39,45.3,45.3,43.49,44.39,41.67,46.2,48.02,46.2,47.11,47.11,46.2,45.3,44.39,45.3,45.3,44.39,45.3,45.3,44.39,44.39,5.3
145.92,140.39,149.24,140.39,138.18,135.97,137.08,133.76,133.76,132.65,131.55,131.55,128.23,128.23,129.34,126.02,124.92,126.02,122.7,122.7,101.49,97.49,104.16,98.82,97.49,96.15,97.49,94.82,94.82,93.48,93.48,93.48,90.81,92.15,92.15,89.47,89.47,89.47,88.14,88.14,96.99,99.12,101.25,95.92,93.79,93.79,93.79,91.66,90.59,90.59,89.53,89.53,88.46,89.53,86.33,85.26,86.33,86.33,84.2,84.2,109.92,112.81,115.7,109.92,107.99,107.03,107.99,105.1,105.1,104.13,103.17,104.13,102.2,103.17,99.31,99.31,100.28,99.31,97.38,97.38,76.41,79.47,80.49,76.41,75.39,74.37,75.39,73.35,73.35,72.33,72.33,72.33,71.32,71.32,69.28,69.28,69.28,69.28,68.26,68.26,48.02,48.92,49.83,48.02,47.11,46.2,47.11,45.3,45.3,45.3,44.39,45.3,44.39,44.39,43.49,42.58,43.49,42.58,42.58,42.58,3.9
106.12,105.02,103.91,103.91,103.91,103.91,102.81,102.81,102.81,102.81,101.7,101.7,101.7,101.7,101.7,101.7,100.6,101.7,100.6,99.49,77.46,77.46,76.12,76.12,76.12,76.12,76.12,76.12,76.12,76.12,76.12,76.12,76.12,74.78,74.78,74.78,74.78,74.78,73.45,73.45,71.41,71.41,70.34,71.41,71.41,70.34,70.34,70.34,70.34,70.34,70.34,70.34,70.34,69.28,69.28,70.34,69.28,69.28,69.28,68.21,82.92,82.92,81.96,82.92,82.92,82.92,82.92,81.96,81.96,82.92,81.96,81.96,81.96,81.96,80.99,81.96,80.99,80.99,80.99,80.03,56.03,56.03,56.03,56.03,56.03,56.03,56.03,56.03,56.03,56.03,56.03,56.03,56.03,55.02,55.02,56.03,55.02,55.02,55.02,54,38.96,38.05,38.05,38.05,38.05,38.05,38.05,38.05,37.14,38.05,37.14,37.14,37.14,37.14,37.14,37.14,37.14,37.14,37.14,36.24,6.3
123.81,123.81,127.13,122.7,127.13,124.92,123.81,123.81,122.7,123.81,123.81,126.02,128.23,126.02,124.92,128.23,126.02,128.23,127.13,128.23,94.82,94.82,97.49,94.82,97.49,96.15,94.82,94.82,94.82,96.15,96.15,97.49,98.82,97.49,96.15,98.82,97.49,98.82,98.82,98.82,81,81,83.13,79.93,81,82.07,79.93,81,81,81,82.07,82.07,82.07,82.07,82.07,83.13,83.13,84.2,84.2,83.13,98.35,98.35,101.24,97.38,98.35,100.28,98.35,98.35,99.31,98.35,100.28,101.24,101.24,101.24,100.28,102.2,101.24,103.17,103.17,102.2,63.17,63.17,65.2,63.17,63.17,64.18,63.17,64.18,64.18,64.18,64.18,65.2,65.2,65.2,64.18,66.22,66.22,67.24,66.22,66.22,47.11,48.02,48.92,47.11,48.02,48.02,48.02,48.02,48.02,48.02,48.02,48.92,48.92,48.92,48.02,48.92,48.92,49.83,49.83,49.83,4.9
